"","player_api_id","player_fifa_api_id","id","player_name","birthday","height","weight","date","overall_rating","potential","preferred_foot","attacking_work_rate","defensive_work_rate","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","free_kick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","marking","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes"
"57",5710,9833,2606,"Diederik Boer","1980-09-24 00:00:00",1.9451140603372,2.23220916895354,"2014-10-31",0.314193120562292,-0.283999747466456,"right","medium","medium",-1.84411793805364,-1.37127646760664,-2.14146731277852,-2.33386072651969,-1.40199311515573,-2.0853966504749,-1.61753076352685,-1.42572651249417,-2.47462196341366,-2.33952968750912,-2.57715463844439,-1.82001428144422,-2.10819405218953,-0.0366854182842949,-1.67767138617308,-2.17366828748154,-1.94350417132754,-1.79699940425988,-0.316029462214137,-1.6230123039388,-1.82742343359043,-1.47550055609783,-1.67729973583559,-1.91243790913324,-0.540952696763121,-1.17500437100629,-1.30609830753956,25,3.05250176926615,3.27525598426647,2.70064753053038,3.38462834857544,3.36600452910339
"70",7284,159017,5663,"Kasper Haemaelaeinen","1986-08-08 00:00:00",1.06244333960593,0.142280872995807,"2015-05-15",-0.0221146638243234,-0.564549254968376,"right","medium","medium",0.283434017708204,0.882387062638689,0.83365544153802,0.723366970323706,0.959269425453278,0.298353038381881,0.864917574746029,-0.938559602448984,0.610242220667234,0.149512279141033,0.60608038738073,0.669716419829299,0.502942082054582,0.0799925778788587,-0.0701520054955328,0.0626386916539762,-0.435191133412589,0.486518871936434,0.354242416483108,0.543116162646044,-0.673321088051088,0.275271549419084,0.872852431121509,1.03961491221422,-0.0802264604929865,-0.245324641209154,0.0951952654649288,52,-0.293679505012831,0.0133420261569736,-0.609456365402372,-0.533698969571972,-0.0650389311648403
"80",8777,144080,7456,"Michele Polverino","1984-09-26 00:00:00",-1.14423346222225,-0.529481793562035,"2015-01-09",-1.56913047200276,-2.24784629997991,"right","medium","medium",0.283434017708204,0.000518724716605143,0.0612678033981502,-1.23451515059997,0.0510915252190452,0.0696538062406394,0.339621339343577,-0.451392692403794,-0.160973825352989,0.372267007673926,-0.835188891413052,-0.990104047686382,0.430410522770023,-0.503397402936909,0.660538622085172,-1.0235675553547,-0.878812615152282,0.486518871936434,-0.06467750770267,-0.627764089561981,-0.551836630625894,0.275271549419084,0.235314389382235,-0.50058655979315,-1.07846663907828,0.736003962465605,0.7457958529313,69,-0.466757846785882,-0.0482035202224509,-0.609456365402372,-0.232289175868325,-0.00879231706208249
"83",8800,158871,10249,"Thomas Reinmann","1983-04-09 00:00:00",-1.14423346222225,-0.380201200993626,"2015-03-06",-0.941355941147741,-1.59323078247542,"right","medium","medium",0.721459420365055,-0.228113807337268,-0.472728588402254,0.304568655687625,0.353817491963789,0.254372416816257,-1.32099256612224,0.401149400175289,0.119468373199819,-0.237887248742258,0.471285418860448,-0.311086583702694,-0.657562866498359,-2.48692333771052,0.587469559327101,-0.256833733936812,1.49456231215507,-0.828234074964475,0.270458431645952,-0.452132051730777,-0.308867715775506,0.635724629966684,-0.402223652357039,-0.179711253124948,0.130939731130825,0.52940846695513,0.7457958529313,67,-0.12060116323978,-0.109749066601875,-0.163865456334502,-0.292571134609054,-0.290025387575872
"88",8922,182763,7991,"Nikica Jelavic","1985-08-27 00:00:00",1.06244333960593,1.26188531725888,"2015-02-27",0.785024018703554,0.206961890661907,"right","medium","low",-0.530041730083091,1.54378831608025,1.26275968494906,-0.208459279741574,1.20145019884907,0.685382508159366,0.695467176229109,1.67996253904391,-1.07241097064962,0.64344667719223,0.10837588822892,0.179314918063303,0.140284285631788,1.01341654718409,-1.53153326065694,0.765478027953711,-0.790088318804343,0.624913918978635,0.68937835583173,0.952924250918853,0.17707011392527,-1.16654077277131,1.27855845768286,0.590389482878735,1.81067080086569,-1.17500437100629,-1.30609830753956,25,-0.582143407967916,-0.232840159360724,-0.482144677097266,-0.232289175868325,-0.515011843986903
"90",8930,178009,4257,"Hrvoje Cale","1985-03-04 00:00:00",0.179772618874657,0.142280872995807,"2015-03-20",-0.548996859363356,-1.18409608403512,"left","medium","medium",0.533734247797833,-0.571062605418079,0.595264195198554,-0.0252350170882889,0.29327229861484,-0.192030892074819,-0.549993252870254,-0.0860175098699015,0.13699601060937,-0.136194872672894,-1.01664365672882,-0.876934470355767,-0.60316419703494,-0.00751591924350651,-0.216290131011674,0.254322147008449,-0.435191133412589,-0.13625883975347,0.0191064771344855,-0.364316032815175,0.541523486200852,1.04767100773537,-0.518139659945998,-0.0513611304576678,0.534075187867193,0.839301710220843,0.7457958529313,65,-0.582143407967916,-0.294385705740149,-0.545800521249819,-0.352853093349784,-0.00879231706208249
"92",8985,181483,7573,"Mile Jedinak","1984-08-03 00:00:00",1.06244333960593,0.291561465564216,"2015-03-27",1.09891128413106,0.534269649414149,"right","medium","high",0.220858960185797,0.514941921837821,1.35175908358246,0.671017180994196,1.08035981215118,-0.299783414910597,0.24077527354204,1.47697632652508,0.750463319943638,0.507856842433078,-1.12551651591827,-0.235640198815618,-0.657562866498359,0.896738551020934,0.149055182778679,1.17014310036871,-1.58860698593579,0.832506489541937,1.52721820420328,1.10904161787992,1.5133991456024,1.6655905743884,-0.170391637179121,0.804306353990869,1.60910307249751,1.35579044899703,1.44644263943355,67.6666666666667,-0.178293943830797,-0.540567891257847,-0.036553768029396,-0.0514432996461369,-0.0650389311648403
"93",9079,192754,7320,"Mensur Mujdza","1984-03-28 00:00:00",0.621107979240291,0.142280872995807,"2015-04-17",0.6280803859898,0.0433080112857862,"right","medium","medium",1.23993846840786,-0.456746339391142,0.395015548273403,0.817596591116824,-0.130544054827801,0.562236767775621,1.05131301311464,0.462045263930937,0.570179049445405,0.604706724403901,-0.0264190802913621,0.0984795056842925,-0.11875699752735,1.09675797301491,0.0759861200206081,0.382111117244765,-0.435191133412589,0.358009185397247,0.222581868881863,-0.159411988678771,0.784492401051239,1.09916430495646,-0.0130770554512483,-0.0421932645528619,-0.272195725605542,1.18608700625628,1.1461654452183,73.2857142857143,-0.12060116323978,-0.417476798498998,-0.036553768029396,-0.292571134609054,-0.00879231706208249
"94",9086,199718,4489,"Ivica Vrdoljak","1983-09-19 00:00:00",1.06244333960593,1.78436739124831,"2015-01-30",0.0944720347630353,-0.513115178593026,"right","medium","high",0.533734247797833,-0.971169536512358,0.795512842123706,0.333884537712151,0.172181911916943,0.439091027391875,-1.2023772871604,-0.816767874937687,0.680352770305436,0.182441239011114,-0.472279360781524,-0.990104047686382,-0.367436629360124,-0.106692215982186,-0.435497319285885,-0.550748365480338,-0.790088318804343,0.624913918978635,1.10829828001751,-1.34200104340888,1.33117245946461,1.04767100773537,0.641020415943591,0.795749679146384,0.896897098929925,0.9942483318537,0.815860531581524,67,-0.351372285603848,-0.540567891257847,-0.35483298879216,-0.292571134609054,-0.34627200167863
"103",9449,207981,8111,"Oleksandr Shevelyukhin","1982-08-27 00:00:00",1.9451140603372,1.93364798381672,"2014-10-02",-0.627468675720233,-1.26592302372318,"left","medium","medium",-0.968067132739941,-0.742537004458484,0.795512842123706,-0.501618099986831,-0.614905601619392,-0.60764776586996,-1.02445436871763,-1.06035132996028,0.0493578235616173,-0.644656753019714,-1.34326223429719,-1.29188958723469,-2.54338340789689,-2.25356734538421,-1.45846419789887,-1.0235675553547,0.629500422762672,-0.689839027922274,1.35965023452897,-1.03757217783479,-0.369609944488103,0.738711224408856,0.00348237420431718,-1.59156260246503,-0.540952696763121,0.736003962465605,0.895934450038924,60,-0.466757846785882,-0.602113437637271,-0.036553768029396,-0.292571134609054,-0.571258458089661
"106",10474,147433,3124,"Evaldas Razulis","1986-04-03 00:00:00",-0.702898101856612,-0.529481793562035,"2015-02-20",-0.941355941147741,-1.59323078247542,"right","medium","medium",-0.217166442471054,0.857890719918631,0.261516450323302,0.451148065810253,0.777633845406431,0.131226676432512,-0.668608531832098,-0.938559602448984,-0.791968772096808,-0.03450249660353,-0.399697454655219,0.292484495393917,-0.947689103636594,-1.20346537991583,-0.143221068253603,0.701583542835553,-0.96753691150022,0.417321348415334,-0.232245477376981,-0.276500013899573,0.0555856565000756,-1.32102066443457,0.525104408354632,0.141164053543253,0.937210644603561,-1.17500437100629,-1.50628310368306,25,-0.178293943830797,-0.355931252119573,-0.291177144639608,-0.292571134609054,-0.458765229884145
"108",10637,173401,775,"Andris Vanins","1980-04-30 00:00:00",0.621107979240291,0.590122650701035,"2015-03-06",-0.219415230664473,-0.840422937345268,"right","medium","medium",-1.84411793805364,-1.37127646760664,-2.14146731277852,-2.99346807207151,-1.40199311515573,-2.0853966504749,-1.61753076352685,-1.42572651249417,-2.19417976486085,-2.54291443964784,-2.21424510781286,-1.97090705121838,-2.47085184861233,-0.456726204471648,-1.67767138617308,-2.30145725771786,0.452051830066795,-2.11530801245694,-0.36629985311643,-1.6230123039388,-1.94890789101563,-1.52699385331891,-1.67729973583559,-1.91243790913324,-2.0863052809192,-1.17500437100629,-1.30609830753956,25,3.05250176926615,3.29987420281824,3.22262545258131,2.9023726786496,3.00602619884574
"109",10880,134968,9013,"Robbie Haemhouts","1983-12-09 00:00:00",-1.14423346222225,-2.17156831181454,"2014-11-07",-0.70594049207711,-1.34774996341124,"left","medium","medium",0.283434017708204,1.02936511895904,0.128017352373201,0.451148065810253,-0.372724828223597,0.00808093604876676,0.398928978824499,-0.207809237381199,0.575186945848133,0.168882255535198,-0.327115548528913,-0.311086583702694,-0.00477883293732956,-0.736753395263216,0.879745810359383,-0.32072821905497,-0.435191133412589,-0.0670613162323697,-1.02819333332996,0.601660175256445,0.359296800063061,0.481244738303427,0.641020415943591,0.590389482878735,1.20596761576114,0.52940846695513,0.495564857751926,58.5,-0.178293943830797,-0.232840159360724,-0.100209612181949,-0.172007217127596,-0.402518615781387
"110",10933,203543,9033,"Robert Jez","1981-07-10 00:00:00",-0.702898101856612,-0.678762386130444,"2015-05-08",-0.679783219958151,-1.32047431684856,"right","medium","low",0.721459420365055,0.915048852932099,0.261516450323302,0.438933114966701,1.20145019884907,0.192799546624385,0.992005373633719,1.19279562899872,0.78551859476274,0.236677172914774,-0.109369830149997,0.141591725619765,0.6480052006237,-0.503397402936909,0.806676747601313,0.169129500184239,0.629500422762672,-2.21218454538649,-0.902517356074225,0.83583622569805,-0.551836630625894,0.532738035524513,0.641020415943591,0.847089728213296,1.57550845110281,0.684355088587986,0.58731622265103,50,-0.351372285603848,-0.0482035202224509,0.0271020761231569,-0.111725258386866,-0.00879231706208249
"111",10950,180942,8457,"Pavel Krmas","1980-03-03 00:00:00",1.9451140603372,1.6350867986799,"2015-02-13",0.118013579670099,-0.488567096686607,"left","medium","medium",-1.28094242035198,-1.14264393555276,1.44632094463045,-1.23451515059997,-1.46253830850468,-1.6543865591318,-1.43960784508408,-1.12124719371593,-1.00230042101141,-1.79717034847251,-3.01264607520222,-2.53675493787145,-2.32578873004321,0.517535063490685,-2.70063826478607,-0.384622704173128,-1.67733128228373,-1.74510126161906,0.856946325506041,-1.27174822827639,1.02746131590163,1.0347976834301,-1.9091317510135,-1.71991272513231,-1.34722361023586,1.23958048277239,1.13365389545933,66,-0.12060116323978,-0.232840159360724,-0.609456365402372,-0.473417010831243,-0.290025387575872
"112",10967,190873,8581,"Petr Jiracek","1986-03-02 00:00:00",-0.261562741490978,0.142280872995807,"2015-02-27",0.667316294168239,0.0842214811298164,"left","medium","high",0.893540828551675,0.686416320878226,0.161392126860726,0.854241443647481,0.111636718567994,0.531450332679684,0.754774815710031,0.644732855197884,0.820573869581841,0.711241594571807,0.398703512734142,0.311346091615686,0.575473641339141,1.24677253951039,1.02588393587552,1.0849504535445,0.0971546446750411,1.43798482035157,0.68937835583173,0.630932181561646,1.45265691688981,1.20215089939863,0.75693642353255,1.02357114688081,0.466885945077799,1.17501939042537,1.1461654452183,73.5,-0.00521560205774617,-0.109749066601875,-0.609456365402372,-0.473417010831243,-0.458765229884145
"119",11061,189714,2003,"Csaba Horvath","1982-05-02 00:00:00",1.9451140603372,0.963324132122058,"2014-11-14",-0.862884124790864,-1.51140384278736,"right","medium","medium",-1.15579230530716,-0.285271940350737,0.461765097248453,-1.01464603541603,-0.251634441525699,-1.10023072740494,-1.32099256612224,-0.816767874937687,-0.932189871373212,-0.848041505158442,-1.19809842204458,-2.57447813031499,-2.61591496718145,-1.32014337607898,-2.18915482547958,-0.895778585118389,-1.76605557863167,0.555716395457535,1.27586624969182,-0.686308102172382,0.0859567708563741,0.558484684135056,-1.21363570547975,-0.436411498459509,-0.742520425131305,0.865126147159653,0.520587957269864,62.5,-0.351372285603848,-0.479022344878422,-0.227521300487055,-0.0514432996461369,-0.233778773473114
"122",11285,202486,6302,"Lucas","1991-07-14 00:00:00",0.621107979240291,0.963324132122058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",11316,153275,4784,"Jean-Louis Leca","1985-09-21 00:00:00",-0.261562741490978,-0.230920608425217,"2015-01-16",-0.15663777757897,-0.774961385594819,"right","medium","medium",-1.84411793805364,-1.37127646760664,-2.14146731277852,-2.70030925182626,-1.40199311515573,-2.0853966504749,-1.61753076352685,-1.42572651249417,-2.19417976486085,-2.61070935702742,-2.06908129556025,-2.12179982099253,-1.52794157791306,-0.882600890467158,-1.3853951351408,-2.30145725771786,-1.05626120784816,-2.90415978059749,-0.483597431888448,-1.6230123039388,-1.28074337517706,-1.52699385331891,-1.67729973583559,-1.91243790913324,-1.88473755255101,-1.17500437100629,-1.30609830753956,25,2.70634508572005,3.45989262340475,2.82795921883548,3.26406443109398,3.19726468679512
"126",11319,158121,1232,"Benoit Costil","1987-07-03 00:00:00",1.06244333960593,1.6350867986799,"2014-12-12",1.60897809045076,1.27071210660669,"right","medium","medium",-1.84411793805364,-1.37127646760664,-2.14146731277852,-2.04070190627443,-1.40199311515573,-2.0853966504749,-1.61753076352685,-1.42572651249417,-1.70340591739344,-2.54291443964784,-1.45213509348665,-1.17872000990407,-2.07192827254726,0.225840073082801,-1.44019693220935,-1.91809034700891,-1.8547798749796,-2.78306411443556,-0.420759443260581,-1.6230123039388,-2.3741034920038,-1.52699385331891,-1.67729973583559,-1.91243790913324,-1.88473755255101,-1.17500437100629,-1.30609830753956,25,3.64385277032408,3.81377951508644,3.87828064735261,3.88195450818646,3.81597744192545
"130",11324,50908,7968,"Nicolas Seube","1979-08-11 00:00:00",-0.261562741490978,-0.678762386130444,"2015-03-06",-0.15663777757897,-0.774961385594819,"right","medium","high",0.158283902663389,-0.285271940350737,0.662013744173605,0.524437770871568,-1.58362869520257,0.00808093604876676,-0.0162244975419555,0.035774217641396,0.399910571752628,0.101087338155622,-1.12551651591827,-1.14099681746053,-0.657562866498359,0.0799925778788587,-0.0701520054955328,-0.767989614882074,0.18587894102298,0.486518871936434,0.354242416483108,-0.510676064341178,0.663007943626045,0.893191116072113,-0.170391637179121,0.526214421545094,-0.540952696763121,0.890950584098462,0.795842051967174,62,-0.409065066194865,-0.602113437637271,-0.036553768029396,0.00883865909459249,-0.177532159370356
"132",11329,142313,8889,"Reynald Lemaitre","1983-06-28 00:00:00",-1.14423346222225,-1.35052505268829,"2014-09-18",0.000305855134783657,-0.611307506218698,"left","medium","high",1.03433470797709,-0.285271940350737,0.728763293148655,0.157989245564997,0.656543458708533,0.0696538062406394,0.0430831419389665,0.279357672663991,0.329800022114426,0.168882255535198,-0.109369830149997,-0.38653296858977,-0.0773103922218884,-0.153363414447448,0.660538622085172,0.190427661890292,0.274603237370918,0.694111442499736,-0.06467750770267,0.601660175256445,0.359296800063061,0.841697818851027,-1.03976169409631,0.269514176210533,0.332507459499009,0.942599457976081,1.04607304714655,70,-0.582143407967916,-0.232840159360724,-0.227521300487055,-0.232289175868325,-0.0650389311648403
"134",11336,5208,9301,"Rudy Riou","1980-01-22 00:00:00",0.621107979240291,0.291561465564216,"2015-01-23",0.188638214391289,-0.414922850967352,"right","medium","medium",-1.84411793805364,-1.37127646760664,-2.14146731277852,-2.62701954676494,-1.40199311515573,-2.0853966504749,-1.61753076352685,-1.42572651249417,-2.54473251305186,-2.81409410916615,-1.92391748330764,-1.97090705121838,-0.802625985067476,-0.0366854182842949,-0.508566382043956,-2.10977380236339,-0.612639726108466,-2.41977711594979,-0.483597431888448,-1.6230123039388,-1.76668120487783,-1.32102066443457,-1.67729973583559,-1.91243790913324,-1.54879133860404,-1.17500437100629,-1.30609830753956,25,3.06404032538436,3.34911063992178,3.04438908895416,3.39668474032358,3.20851400961567
"136",11357,160770,8103,"Olafur Ingi Skulason","1983-04-01 00:00:00",0.179772618874657,0.814043539553649,"2014-10-02",-0.15663777757897,-0.774961385594819,"left","medium","high",0.158283902663389,-0.113797541310332,0.662013744173605,0.304568655687625,0.595998265359585,-0.484502025486215,-0.43137797390841,0.462045263930937,0.399910571752628,0.236677172914774,-0.399697454655219,-0.461979353476847,-0.439968188644682,0.196670574042012,-0.143221068253603,0.50990008748108,1.25057049719824,1.31688915418964,0.605594370994574,0.718748200477248,1.14894577332682,0.893191116072113,-0.112433633384642,0.654564544212375,0.399696702288404,0.581057340832749,0.7457958529313,64,-0.524450627376899,-0.602113437637271,-0.609456365402372,-0.352853093349784,-0.00879231706208249
"139",11555,51771,3334,"Fernando Soriano","1979-09-24 00:00:00",1.06244333960593,0.814043539553649,"2015-01-30",0.6280803859898,0.0433080112857862,"right","high","low",0.0957088451409821,1.48663018306678,1.19601013597401,1.1840451164234,0.353817491963789,-0.238210544718724,0.280313699862655,0.949212173976128,0.750463319943638,0.236677172914774,-1.4158441404235,-1.21644320234761,-1.31034690005939,2.18019650881562,-0.654704507560096,1.14884493866266,-3.0081957275028,-0.343851410316772,1.77857015871475,1.12855628875006,1.33117245946461,0.738711224408856,1.56834847665526,1.61719046421698,0.735642916235377,-0.142026893453916,0.595657255823676,49,-0.582143407967916,-0.0482035202224509,-0.609456365402372,-0.232289175868325,-0.515011843986903
"143",11685,173221,887,"Antonio Candreva","1987-02-28 00:00:00",-0.261562741490978,-1.05196386755147,"2015-03-06",2.3544603458411,2.06170585692461,"right","high","medium",2.16068574338042,1.31515578402638,-0.138980843527001,1.50163383835576,1.86744732568751,1.60897556103746,1.58508176844294,1.86265013031086,1.31134771704926,1.52478060312672,1.41485019850242,1.27328749892591,0.938131437761935,1.59680652799985,0.879745810359383,1.81973703240331,-0.878812615152282,1.87046934235844,0.186674446808797,1.850599110945,0.359296800063061,0.129373873959341,1.33651646147734,1.8097156482179,2.34818474318085,-0.176459476038995,-0.146694696541799,48.1666666666667,-0.293679505012831,-0.663658984016696,-0.036553768029396,-0.654262887053431,-0.0650389311648403
"145",11726,157954,8065,"Nuno Piloto","1982-03-19 00:00:00",-0.702898101856612,-0.529481793562035,"2014-09-18",-0.627468675720233,-1.26592302372318,"right","medium","medium",0.658884362842648,0.17199312375701,0.0612678033981502,0.597727475932882,0.0510915252190452,0.31594528700813,0.458236618305421,1.13189976524307,0.820573869581841,0.30447209029435,-0.254533642402608,-0.990104047686382,0.0677527263472292,-0.0366854182842949,0.660538622085172,0.254322147008449,1.1618462008503,0.278926301373133,-0.734949386399914,0.718748200477248,0.359296800063061,0.481244738303427,0.0614403779987966,0.847089728213296,0.19812897392022,0.477759593077511,0.445518658716052,56,-0.235986724421814,-0.417476798498998,0.0271020761231569,-0.413135052090513,-0.571258458089661
"147",11736,138949,872,"Antolin Alcaraz","1982-07-30 00:00:00",1.06244333960593,0.590122650701035,"2014-09-18",0.941967651417309,0.370615770038028,"right","medium","medium",-0.530041730083091,-0.685378871445016,0.929011940073807,0.304568655687625,-0.857086375015187,-0.422929155294342,-1.91406896093146,-0.877663738693336,0.540131671029032,0.168882255535198,-1.12551651591827,-0.990104047686382,-0.5850313072138,0.896738551020934,-0.581635444802026,-0.512411674409443,1.1618462008503,-0.0670613162323697,0.521810386157419,-0.686308102172382,0.663007943626045,1.3051374938408,-0.402223652357039,-0.757286805127711,-0.406574211184332,1.40743932287465,1.19621164425417,76,-0.466757846785882,-0.294385705740149,-0.35483298879216,0.00883865909459249,-0.290025387575872
